X,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
585,Brighton,176 Were St,5,h,1562500,PI,Buxton,10/9/2016,11.2,3186,5,2,2,655,202,1925,Bayside,-37.9264,145.0044,Southern Metropolitan,10579
586,Brighton,2 Campbell St,3,h,2050000,PI,hockingstuart,10/12/2016,11.2,3186,3,3,2,398,262,2012,Bayside,-37.899,144.9901,Southern Metropolitan,10579
587,Brighton,73 Martin St,4,h,3320000,S,Buxton,10/12/2016,11.2,3186,4,3,2,644,364,2000,Bayside,-37.8964,144.9972,Southern Metropolitan,10579
588,Brighton,1/16 Black St,2,u,1100000,S,Buxton,12/11/2016,11.2,3186,2,1,2,0,85,1935,Bayside,-37.9131,144.995,Southern Metropolitan,10579
589,Brighton,5 Bridge St,3,h,1650000,S,Hodges,12/11/2016,11.2,3186,3,2,1,354,143,1910,Bayside,-37.8916,145.0017,Southern Metropolitan,10579
590,Brighton,28 Loller St,2,h,1570000,S,Buxton,12/11/2016,11.2,3186,2,1,0,352,111,1920,Bayside,-37.9154,145.001,Southern Metropolitan,10579
591,Brighton,40 Whyte St,3,h,1785000,SP,Buxton,12/11/2016,11.2,3186,3,2,1,404,118,1953,Bayside,-37.9228,144.9996,Southern Metropolitan,10579
592,Brighton,7 Chavasse St,3,h,1875000,S,Hodges,13/08/2016,11.2,3186,3,2,2,275,170,1991,Bayside,-37.9153,144.9924,Southern Metropolitan,10579
593,Brighton,4/23 South Rd,3,u,1266000,S,Hodges,13/08/2016,11.2,3186,3,1,2,277,116,1950,Bayside,-37.9268,144.991,Southern Metropolitan,10579
594,Brighton,97 Dendy St,5,h,2730000,S,Gary,14/05/2016,11.2,3186,5,3,2,895,423,1938,Bayside,-37.9204,145.0028,Southern Metropolitan,10579
595,Brighton,95 Cochrane St,4,h,3295888,S,Hodges,15/10/2016,11.2,3186,4,3,2,565,337,1990,Bayside,-37.8975,144.9991,Southern Metropolitan,10579
596,Brighton,6/138 New St,1,u,375000,S,hockingstuart,15/10/2016,11.2,3186,1,1,1,0,40,1965,Bayside,-37.9181,144.993,Southern Metropolitan,10579
597,Brighton,8/35 Normanby St,2,u,756000,S,Buxton,15/10/2016,11.2,3186,2,1,1,0,80,1920,Bayside,-37.9112,144.9909,Southern Metropolitan,10579
598,Brighton,31 Orchard St,5,h,2100000,PI,Hodges,16/04/2016,11.2,3186,5,5,2,552,219,1920,Bayside,-37.9012,144.997,Southern Metropolitan,10579
599,Brighton,22 Champion St,3,h,2375000,S,HAR,17/09/2016,11.2,3186,4,2,2,547,302,2000,Bayside,-37.9271,145.0034,Southern Metropolitan,10579
600,Brighton,679 Hampton St,3,h,1385000,S,Buxton,17/09/2016,11.2,3186,3,1,2,426,120,1935,Bayside,-37.9254,145.0045,Southern Metropolitan,10579
601,Brighton,4/14 Brickwood St,2,u,858000,S,Marshall,18/03/2017,11.2,3186,2,1,1,107,75,1950,Bayside,-37.8958,144.9982,Southern Metropolitan,10579
602,Brighton,12 May St,4,h,2800000,S,Biggin,18/03/2017,11.2,3186,4,2,4,569,229,1910,Bayside,-37.8962,145.0011,Southern Metropolitan,10579
603,Brighton,82 New St,5,h,3700000,VB,Kay,18/06/2016,11.2,3186,4,3,4,1572,305,1890,Bayside,-37.9233,144.9944,Southern Metropolitan,10579
604,Brighton,823 Hampton St,4,h,2475000,VB,Marshall,19/11/2016,11.2,3186,4,2,2,605,274,1920,Bayside,-37.916,145.0064,Southern Metropolitan,10579
605,Brighton,64 North Rd,4,h,2700000,SP,Nick,19/11/2016,11.2,3186,4,2,2,732,333,1925,Bayside,-37.8987,144.9953,Southern Metropolitan,10579
606,Brighton,66 Champion St,4,h,3900000,S,Nick,22/05/2016,11.2,3186,4,2,2,842,311,1990,Bayside,-37.9227,145.0043,Southern Metropolitan,10579
607,Brighton,10/32 Loller St,2,u,610000,S,RT,22/05/2016,11.2,3186,2,1,1,0,75,2005,Bayside,-37.9156,145.0013,Southern Metropolitan,10579
608,Brighton,33a Durrant St,2,h,1532000,S,Hodges,22/08/2016,11.2,3186,2,1,2,411,165,1910,Bayside,-37.9095,145.004,Southern Metropolitan,10579
609,Brighton,147A Male St,2,t,1037000,S,Buxton,25/02/2017,11.2,3186,2,1,2,125,2,2009,Bayside,-37.9078,145.0051,Southern Metropolitan,10579
610,Brighton,119 North Rd,4,h,3050000,SP,Buxton,25/02/2017,11.2,3186,4,4,2,578,319,1995,Bayside,-37.8989,145.0008,Southern Metropolitan,10579
611,Brighton,2/71 Roslyn St,4,t,1630000,SP,Biggin,25/02/2017,11.2,3186,4,2,2,432,196,2000,Bayside,-37.9228,145.0022,Southern Metropolitan,10579
612,Brighton,58 Champion St,4,h,2640000,S,Hodges,26/07/2016,11.2,3186,4,2,2,848,246,1975,Bayside,-37.9234,145.0042,Southern Metropolitan,10579
613,Brighton,3/198 Church St,1,u,671000,S,Buxton,27/11/2016,11.2,3186,1,1,1,70,74,1980,Bayside,-37.9194,145.0003,Southern Metropolitan,10579
614,Brighton,686A Hampton St,4,t,2250000,SP,Marshall,27/11/2016,11.2,3186,4,2,2,230,281,2012,Bayside,-37.9237,145.0056,Southern Metropolitan,10579
615,Brighton,3A Huntingfield Rd,3,h,2900000,S,Nick,27/11/2016,11.2,3186,3,1,1,659,161,1942,Bayside,-37.919,144.9953,Southern Metropolitan,10579
616,Brighton,21 Wolseley Gr,4,h,2405000,S,RT,28/05/2016,11.2,3186,4,1,2,695,142,1970,Bayside,-37.9262,144.9969,Southern Metropolitan,10579
617,Brighton,23a Chelsea St,3,u,1352500,S,hockingstuart,28/08/2016,11.2,3186,2,2,1,280,110,1993,Bayside,-37.91,144.989,Southern Metropolitan,10579
618,Brighton,86 Dendy St,5,h,3105000,S,Marshall,28/08/2016,11.2,3186,4,2,2,1045,304,1930,Bayside,-37.9205,145.0012,Southern Metropolitan,10579
619,Brighton,17 Rusden St,4,h,1500000,VB,Hodges,30/07/2016,11.2,3186,3,2,1,549,195,1990,Bayside,-37.8869,144.9982,Southern Metropolitan,10579
620,Brighton East,7 Balfour St,4,h,1940000,S,hockingstuart,3/9/2016,10.7,3187,4,2,2,682,240,1960,Bayside,-37.9205,145.0122,Southern Metropolitan,6938
621,Brighton East,4 Marriage Rd,4,h,1850000,S,Nick,3/9/2016,10.7,3187,4,2,2,617,268,1940,Bayside,-37.9187,145.007,Southern Metropolitan,6938
622,Brighton East,244a South Rd,3,h,930000,SP,Marshall,3/9/2016,10.7,3187,3,1,1,329,117,1930,Bayside,-37.9317,145.0218,Southern Metropolitan,6938
623,Brighton East,133A Centre Rd,4,h,1310000,PI,hockingstuart,3/12/2016,10.7,3187,4,3,2,618,213,2008,Bayside,-37.9162,145.0219,Southern Metropolitan,6938
624,Brighton East,14 Milroy St,4,h,2504000,S,Marshall,3/12/2016,10.7,3187,4,2,2,674,183,1950,Bayside,-37.9022,145.0125,Southern Metropolitan,6938
625,Brighton East,67 Centre Rd,2,h,1445000,S,Biggin,4/3/2017,10.7,3187,2,1,1,649,126,1940,Bayside,-37.9153,145.0142,Southern Metropolitan,6938
626,Brighton East,12 Meyer Ct,4,h,1825000,PI,Buxton,4/6/2016,10.7,3187,4,3,2,594,594,1973,Bayside,-37.9029,145.0118,Southern Metropolitan,6938
627,Brighton East,13 Robinson St,5,h,1700000,VB,Marshall,4/6/2016,10.7,3187,4,2,1,994,274,1935,Bayside,-37.9187,145.0187,Southern Metropolitan,6938
628,Brighton East,109 Thomas St,5,h,1400000,VB,Buxton,4/6/2016,10.7,3187,4,3,4,824,235,1930,Bayside,-37.9091,145.0245,Southern Metropolitan,6938
629,Brighton East,80 Marriage Rd,3,h,1500000,S,Nick,6/8/2016,10.7,3187,3,2,2,315,228,2000,Bayside,-37.9199,145.0174,Southern Metropolitan,6938
630,Brighton East,11 Billson St,3,h,1400000,VB,Marshall,7/5/2016,10.7,3187,3,1,3,613,182,1950,Bayside,-37.9177,145.0143,Southern Metropolitan,6938
631,Brighton East,15 Hodder St,5,h,1600000,PI,RT,7/5/2016,10.7,3187,5,2,2,616,245,1945,Bayside,-37.9084,145.0221,Southern Metropolitan,6938
632,Brighton East,5 Margaret St,2,h,1780000,SP,Buxton,7/5/2016,10.7,3187,4,3,2,635,119,1935,Bayside,-37.9205,145.0102,Southern Metropolitan,6938
633,Brighton East,375 South Rd,5,h,1200000,VB,hockingstuart,7/5/2016,10.7,3187,5,2,5,775,270,1920,Bayside,-37.932,145.0284,Southern Metropolitan,6938
634,Brighton East,16/373 South Rd,2,u,775000,S,Buxton,7/11/2016,10.7,3187,2,1,1,112,90,1960,Bayside,-37.9306,145.0284,Southern Metropolitan,6938
635,Brighton East,4 Vincent St,3,h,1480000,S,hockingstuart,7/11/2016,10.7,3187,3,2,2,697,143,1925,Bayside,-37.9269,145.0274,Southern Metropolitan,6938
636,Brighton East,299 South Rd,3,h,1590000,S,Marshall,8/10/2016,10.7,3187,3,3,2,481,244,2012,Bayside,-37.931,145.0198,Southern Metropolitan,6938
637,Brighton East,13 Hornby St,4,h,2840000,S,Hodges,10/9/2016,10.7,3187,5,2,2,999,274,1972,Bayside,-37.9135,145.0189,Southern Metropolitan,6938
638,Brighton East,48 Thomas St,2,h,1.00E+06,PI,Biggin,10/9/2016,10.7,3187,2,1,2,564,131,1948,Glen Eira,-37.9143,145.0238,Southern Metropolitan,6938
639,Brighton East,14 Holmhurst Ct,4,h,1700000,PI,Buxton,10/12/2016,10.7,3187,4,3,4,708,275,1950,Bayside,-37.9299,145.015,Southern Metropolitan,6938
640,Brighton East,92 Thomas St,5,h,3207000,S,hockingstuart,10/12/2016,10.7,3187,5,5,3,1561,272,1969,Bayside,-37.9102,145.0245,Southern Metropolitan,6938
641,Brighton East,2/19 Hemming St,3,u,880000,S,Buxton,11/2/2017,10.7,3187,3,2,2,304,34,1990,Bayside,-37.9308,145.0316,Southern Metropolitan,6938
642,Brighton East,200 South Rd,4,h,1920000,S,Nick,11/2/2017,10.7,3187,4,1,1,1000,203,1960,Bayside,-37.931,145.0163,Southern Metropolitan,6938
643,Brighton East,1 Alexander St,3,h,1301000,SP,Buxton,12/11/2016,10.7,3187,3,2,2,401,121,1926,Bayside,-37.9062,145.0173,Southern Metropolitan,6938
644,Brighton East,50 Lucas St,5,h,2550000,S,Buxton,12/11/2016,10.7,3187,5,3,2,915,233,1960,Bayside,-37.9231,145.0104,Southern Metropolitan,6938
645,Brighton East,3 Carrington Gr,5,h,1915000,S,Buxton,13/08/2016,10.7,3187,5,2,0,645,238,1970,Bayside,-37.9175,145.0116,Southern Metropolitan,6938
646,Brighton East,139 Thomas St,4,h,1650000,SA,hockingstuart,13/08/2016,10.7,3187,5,3,2,598,212,1948,Bayside,-37.9075,145.0248,Southern Metropolitan,6938
647,Brighton East,4a Marriage Rd,4,h,1530000,S,RT,14/05/2016,10.7,3187,2,2,1,603,177,1920,Bayside,-37.9187,145.0071,Southern Metropolitan,6938
648,Brighton East,55 Baird St,4,h,2050000,SP,Marshall,15/10/2016,10.7,3187,4,2,4,678,233,1940,Bayside,-37.9255,145.0118,Southern Metropolitan,6938
649,Brighton East,25 Camperdown St,5,h,2550000,PI,RT,15/10/2016,10.7,3187,5,3,2,551,346,2016,Bayside,-37.9176,145.009,Southern Metropolitan,6938
650,Brighton East,2/5 Camperdown St,2,u,905000,S,Hodges,15/10/2016,10.7,3187,2,1,2,189,93,1980,Bayside,-37.9172,145.0072,Southern Metropolitan,6938
651,Brighton East,9a Elizabeth St,3,h,1355000,S,C21,15/10/2016,10.7,3187,3,1,2,759,151,1930,Bayside,-37.9057,145.0166,Southern Metropolitan,6938
652,Brighton East,4 Farmer St,2,h,1845000,S,Buxton,15/10/2016,10.7,3187,2,1,2,604,145,1950,Bayside,-37.9268,145.0094,Southern Metropolitan,6938
653,Brighton East,7 Tuxen Ct,5,h,2050000,PI,RT,15/10/2016,10.7,3187,5,3,3,669,309,1970,Bayside,-37.9289,145.0284,Southern Metropolitan,6938
654,Brighton East,38 Agnew St,3,h,1710000,S,hockingstuart,17/09/2016,10.7,3187,4,3,2,435,228,1915,Bayside,-37.91,145.0113,Southern Metropolitan,6938
655,Brighton East,1/2 Robinson St,3,t,1300000,PI,Buxton,17/09/2016,10.7,3187,3,2,2,337,222,2000,Bayside,-37.9196,145.0205,Southern Metropolitan,6938
656,Brighton East,27 Arnold Rd,4,h,2200000,PI,Buxton,18/06/2016,10.7,3187,4,2,2,654,286,2000,Bayside,-37.9292,145.0236,Southern Metropolitan,6938
657,Brighton East,25 Robinson St,4,h,2150000,S,Buxton,19/11/2016,10.7,3187,4,3,2,614,225,1970,Bayside,-37.9186,145.0175,Southern Metropolitan,6938
658,Brighton East,4/2 Hornby St,1,t,681000,SP,Buxton,24/09/2016,10.7,3187,2,1,1,166,60,2012,Bayside,-37.9159,145.019,Southern Metropolitan,6938
659,Brighton East,8 Thomas St,2,h,1310000,S,Buxton,24/09/2016,10.7,3187,4,3,2,302,250,2018,Glen Eira,-37.9182,145.0231,Southern Metropolitan,6938
660,Brighton East,6/141 Centre Rd,1,u,340000,VB,Buxton,25/02/2017,10.7,3187,1,1,1,0,57,1950,Bayside,-37.9164,145.0228,Southern Metropolitan,6938
661,Brighton East,3/127 Dendy St,2,u,692000,S,Buxton,26/07/2016,10.7,3187,2,1,1,74,66,1960,Bayside,-37.9207,145.0079,Southern Metropolitan,6938
662,Brighton East,2/21 Hodder St,4,t,1367000,S,McGrath,26/07/2016,10.7,3187,4,2,2,315,4,2000,Bayside,-37.9078,145.0222,Southern Metropolitan,6938
663,Brighton East,2/33 Cluden St,2,u,903000,S,Hodges,27/11/2016,10.7,3187,2,1,1,171,101,1970,Bayside,-37.9125,145.0114,Southern Metropolitan,6938
664,Brighton East,9 Montgomery St,4,h,2820000,S,Buxton,27/11/2016,10.7,3187,4,4,4,509,337,1960,Bayside,-37.9172,145.0214,Southern Metropolitan,6938
665,Brighton East,11 Summerhill Rd,2,h,1813000,S,Buxton,27/11/2016,10.7,3187,2,1,2,660,117,1930,Bayside,-37.9179,145.0127,Southern Metropolitan,6938
666,Brighton East,5 Tuxen Ct,5,h,1655000,S,Buxton,27/11/2016,10.7,3187,5,2,2,679,288,1950,Bayside,-37.9291,145.0283,Southern Metropolitan,6938
667,Brighton East,5 Arnot St,3,t,1230000,S,hockingstuart,28/05/2016,10.7,3187,3,2,2,297,193,1980,Bayside,-37.9124,145.0132,Southern Metropolitan,6938
668,Brighton East,4 Bruce St,4,h,1389000,S,Buxton,28/05/2016,10.7,3187,4,1,2,656,150,1930,Bayside,-37.9027,145.0225,Southern Metropolitan,6938
669,Brighton East,214 Were St,4,h,2310000,S,Buxton,28/05/2016,10.7,3187,4,2,2,757,130,1930,Bayside,-37.9266,145.0088,Southern Metropolitan,6938
670,Brighton East,2a Hurlstone St,2,t,1014000,S,Buxton,30/07/2016,10.7,3187,2,1,1,267,131,1990,Bayside,-37.9055,145.0173,Southern Metropolitan,6938
671,Brunswick,234 Victoria St,2,h,1026000,S,Nelson,3/9/2016,5.2,3056,2,1,0,225,108,1905,Moreland,-37.7676,144.9665,Northern Metropolitan,11918
672,Brunswick,9 Blair St,4,h,1802500,S,Jellis,3/12/2016,5.2,3056,4,3,1,238,93,1910,Moreland,-37.7713,144.9643,Northern Metropolitan,11918
673,Brunswick,25 Hardy St,4,h,1500000,VB,Nelson,3/12/2016,5.2,3056,4,3,1,365,209,1890,Moreland,-37.7624,144.9671,Northern Metropolitan,11918
674,Brunswick,29 Stewart St,4,h,2230000,S,Nelson,4/3/2017,5.2,3056,4,2,3,851,287,1940,Moreland,-37.7637,144.9662,Northern Metropolitan,11918
675,Brunswick,11/97 Brickworks Dr,2,u,410000,S,Ray,4/6/2016,5.2,3056,2,1,1,0,66,2000,Moreland,-37.7695,144.9528,Northern Metropolitan,11918
676,Brunswick,9/15 De Carle St,1,u,272500,PI,Walshe,4/6/2016,5.2,3056,1,1,1,0,40,1970,Moreland,-37.762,144.9647,Northern Metropolitan,11918
677,Brunswick,2/3 Donald St,3,h,680000,PI,Nelson,4/6/2016,5.2,3056,3,3,1,81,100,2016,Moreland,-37.7575,144.9647,Northern Metropolitan,11918
678,Brunswick,3/9 Austin Tce,2,u,4.00E+05,S,Jellis,6/8/2016,5.2,3056,2,1,1,0,61,1970,Moreland,-37.7608,144.968,Northern Metropolitan,11918
679,Brunswick,77 Blyth St,3,h,950000,SP,Jellis,6/8/2016,5.2,3056,3,1,0,170,96,1910,Moreland,-37.7661,144.9691,Northern Metropolitan,11918
680,Brunswick,141 Gold St,2,h,845500,S,Nelson,7/5/2016,5.2,3056,2,1,1,179,90,1890,Moreland,-37.7742,144.9542,Northern Metropolitan,11918
681,Brunswick,3/4 Mitchell St,2,t,605000,PI,Jellis,7/5/2016,5.2,3056,2,1,1,0,78,2009,Moreland,-37.7588,144.9646,Northern Metropolitan,11918
682,Brunswick,9/33 Staley St,2,u,445000,S,Walshe,7/5/2016,5.2,3056,2,1,1,0,61,1975,Moreland,-37.7643,144.9638,Northern Metropolitan,11918
683,Brunswick,1/263 Albion St,2,u,659500,S,Walshe,7/11/2016,5.2,3056,2,1,1,100,85,1970,Moreland,-37.7601,144.9581,Northern Metropolitan,11918
684,Brunswick,6/153 Barkly St,2,u,6.00E+05,S,Nelson,7/11/2016,5.2,3056,2,1,1,0,75,2011,Moreland,-37.777,144.9703,Northern Metropolitan,11918
685,Brunswick,129 Albion St,4,h,1115000,PI,Jellis,8/10/2016,5.2,3056,4,1,0,264,139,1900,Moreland,-37.7611,144.9677,Northern Metropolitan,11918
686,Brunswick,39 Eveline St,3,h,1125000,S,Jellis,8/10/2016,5.2,3056,3,1,1,278,91,1910,Moreland,-37.7701,144.9633,Northern Metropolitan,11918
687,Brunswick,28 Osborne St,3,h,855000,S,Nelson,8/10/2016,5.2,3056,3,1,1,229,97,1930,Moreland,-37.7622,144.9586,Northern Metropolitan,11918
688,Brunswick,16 Thistle St,3,t,940000,S,Ray,8/10/2016,5.2,3056,3,2,1,186,140,2016,Moreland,-37.7581,144.9514,Northern Metropolitan,11918
689,Brunswick,3/38 Charles St,2,t,750000,PI,Nelson,10/9/2016,5.2,3056,2,2,1,118,88,2013,Moreland,-37.7723,144.9643,Northern Metropolitan,11918
690,Brunswick,73 Davies St,2,h,1056000,S,Nelson,10/9/2016,5.2,3056,2,1,1,315,108,1910,Moreland,-37.757,144.9697,Northern Metropolitan,11918
691,Brunswick,3/5 Evans St,3,u,880000,S,Dingle,10/12/2016,5.2,3056,3,2,1,122,152,2000,Moreland,-37.7697,144.9649,Northern Metropolitan,11918
692,Brunswick,5 MacKenzie St,3,h,1222500,S,Nelson,10/12/2016,5.2,3056,3,1,0,331,126,1890,Moreland,-37.7619,144.959,Northern Metropolitan,11918
693,Brunswick,87 Hope St,3,t,955000,S,Nelson,11/2/2017,5.2,3056,3,2,2,327,110,2007,Moreland,-37.7636,144.9559,Northern Metropolitan,11918
694,Brunswick,1/32 Donald St,2,u,587000,SP,Jellis,12/11/2016,5.2,3056,2,1,1,114,65,1970,Moreland,-37.758,144.9667,Northern Metropolitan,11918
695,Brunswick,98 Evans St,3,h,1060000,S,Nelson,12/11/2016,5.2,3056,3,1,0,257,121,1935,Moreland,-37.7704,144.9695,Northern Metropolitan,11918
696,Brunswick,246 Victoria St,2,h,890000,S,Jellis,12/11/2016,5.2,3056,2,1,1,199,93,1900,Moreland,-37.7676,144.9659,Northern Metropolitan,11918
697,Brunswick,2/12 Jones St,2,t,685000,SP,Jellis,13/08/2016,5.2,3056,2,2,1,0,100,2002,Moreland,-37.7617,144.9642,Northern Metropolitan,11918
698,Brunswick,14 Murdock St,3,h,976000,S,Jellis,14/05/2016,5.2,3056,3,2,1,240,162,2005,Moreland,-37.756,144.9587,Northern Metropolitan,11918
699,Brunswick,8/2 Pottery Ct,3,t,641000,SP,RW,14/05/2016,5.2,3056,3,2,1,0,112,1900,Moreland,-37.7703,144.9533,Northern Metropolitan,11918
700,Brunswick,157 Albion St,2,h,770000,S,Nelson,15/10/2016,5.2,3056,2,1,0,152,87,1910,Moreland,-37.7611,144.966,Northern Metropolitan,11918
701,Brunswick,6/305 Albion St,1,u,279500,S,Walshe,15/10/2016,5.2,3056,1,1,1,0,51,1970,Moreland,-37.7597,144.9548,Northern Metropolitan,11918
702,Brunswick,177 Barkly St,4,h,1800000,VB,Nelson,15/10/2016,5.2,3056,4,2,3,271,180,1900,Moreland,-37.7769,144.9691,Northern Metropolitan,11918
703,Brunswick,30 Charles St,4,h,1350000,S,Nelson,15/10/2016,5.2,3056,4,1,1,370,151,1940,Moreland,-37.7728,144.9639,Northern Metropolitan,11918
704,Brunswick,113 Glenlyon Rd,4,h,1320000,S,Nelson,15/10/2016,5.2,3056,4,2,1,281,156,1920,Moreland,-37.7722,144.9681,Northern Metropolitan,11918
705,Brunswick,311 Albion St,3,h,825000,S,Nelson,16/04/2016,5.2,3056,3,1,1,210,130,1900,Moreland,-37.7597,144.9545,Northern Metropolitan,11918
706,Brunswick,175 Edward St,3,h,1261000,S,Nelson,16/04/2016,5.2,3056,2,1,1,216,100,1910,Moreland,-37.7746,144.9697,Northern Metropolitan,11918
707,Brunswick,84 Stewart St,3,h,1045000,S,Jellis,16/04/2016,5.2,3056,3,1,2,222,105,1890,Moreland,-37.7642,144.969,Northern Metropolitan,11918
708,Brunswick,215/1 Dods St,3,u,1044000,S,Jellis,16/07/2016,5.2,3056,3,1,1,0,85,2000,Moreland,-37.773,144.9624,Northern Metropolitan,11918
709,Brunswick,154 Brunswick Rd,3,h,1050000,SP,Nelson,17/09/2016,5.2,3056,3,1,1,239,126,1910,Moreland,-37.7776,144.963,Northern Metropolitan,11918
710,Brunswick,2 Chambers St,3,h,1691500,S,Nelson,17/09/2016,5.2,3056,3,2,3,470,152,1920,Moreland,-37.7788,144.9688,Northern Metropolitan,11918
711,Brunswick,54 Davies St,2,h,1075000,PI,Jellis,17/09/2016,5.2,3056,2,1,0,311,108,1930,Moreland,-37.7572,144.9687,Northern Metropolitan,11918
712,Brunswick,23/10 Breese St,2,u,501000,S,Nelson,18/03/2017,5.2,3056,2,1,1,1140,80,2010,Moreland,-37.7634,144.9616,Northern Metropolitan,11918
713,Brunswick,393A Brunswick Rd,3,h,1260000,S,Rendina,18/03/2017,5.2,3056,3,1,6,563,98,1960,Moreland,-37.7757,144.9505,Northern Metropolitan,11918
714,Brunswick,52 Evans St,3,h,1650000,S,Nelson,18/03/2017,5.2,3056,3,1,2,495,141,1920,Moreland,-37.7702,144.9672,Northern Metropolitan,11918
715,Brunswick,8/705 Park St,2,u,601000,S,Brad,18/03/2017,5.2,3056,2,1,1,0,57,1970,Moreland,-37.7778,144.9594,Northern Metropolitan,11918
716,Brunswick,17 Sutherland St,2,h,1015000,S,Nelson,18/03/2017,5.2,3056,2,1,0,453,86,1920,Moreland,-37.762,144.9547,Northern Metropolitan,11918
717,Brunswick,3 Ballarat St,1,t,625000,PI,Jellis,18/06/2016,5.2,3056,1,1,1,82,114,1930,Moreland,-37.7661,144.9614,Northern Metropolitan,11918
718,Brunswick,5 Black St,3,h,1700000,S,Collins,18/06/2016,5.2,3056,3,2,1,0,195,1945,Moreland,-37.7763,144.9597,Northern Metropolitan,11918
719,Brunswick,11/68 De Carle St,2,u,435000,SP,Jellis,18/06/2016,5.2,3056,2,1,1,0,57,1973,Moreland,-37.7597,144.9655,Northern Metropolitan,11918
720,Brunswick,222 Barkly St,5,h,2500000,S,Jellis,19/11/2016,5.2,3056,5,2,2,555,266,1890,Moreland,-37.7767,144.9645,Northern Metropolitan,11918
721,Brunswick,105 Dawson St,2,h,860000,PI,Jellis,19/11/2016,5.2,3056,2,1,1,298,88,1910,Moreland,-37.7704,144.9504,Northern Metropolitan,11918
722,Brunswick,10/66 De Carle St,2,u,491000,S,Jellis,19/11/2016,5.2,3056,2,1,1,1080,66,1960,Moreland,-37.7598,144.9655,Northern Metropolitan,11918
723,Brunswick,5 Hanover St,3,h,985000,S,Jellis,22/05/2016,5.2,3056,3,1,2,384,89,1940,Moreland,-37.7626,144.9535,Northern Metropolitan,11918
724,Brunswick,64 Hanover St,3,h,1250000,S,Ray,22/05/2016,5.2,3056,3,1,1,483,162,1890,Moreland,-37.7602,144.9543,Northern Metropolitan,11918
725,Brunswick,8/2 Pottery Ct,3,t,641000,SP,RW,22/05/2016,5.2,3056,3,2,1,0,112,1900,Moreland,-37.7703,144.9533,Northern Metropolitan,11918
726,Brunswick,58 Cassels Rd,3,h,860000,S,Ray,22/08/2016,5.2,3056,3,1,1,184,104,1890,Moreland,-37.7563,144.96,Northern Metropolitan,11918
727,Brunswick,35 Percy St,2,h,705000,S,Chambers,23/04/2016,5.2,3056,2,1,1,161,68,1910,Moreland,-37.7646,144.9586,Northern Metropolitan,11918
728,Brunswick,270 Albion St,3,h,880000,S,Nelson,24/09/2016,5.2,3056,3,1,1,264,117,1915,Moreland,-37.7603,144.9573,Northern Metropolitan,11918
729,Brunswick,2/18 De Carle St,2,t,754000,S,Nelson,24/09/2016,5.2,3056,2,2,1,177,105,2000,Moreland,-37.7625,144.9653,Northern Metropolitan,11918
730,Brunswick,5/6 Pottery Ct,2,u,590000,S,Woodards,24/09/2016,5.2,3056,2,1,1,0,74,2004,Moreland,-37.7703,144.9533,Northern Metropolitan,11918
731,Brunswick,2/6 Sydney Rd,2,u,575000,S,Nelson,24/09/2016,5.2,3056,2,1,1,0,66,1950,Moreland,-37.7775,144.9607,Northern Metropolitan,11918
732,Brunswick,28 Frederick St,3,h,1510000,S,Nelson,25/02/2017,5.2,3056,3,1,0,325,150,1920,Moreland,-37.7621,144.9595,Northern Metropolitan,11918
733,Brunswick,3/30 Heller St,2,t,801000,S,Jellis,25/02/2017,5.2,3056,2,2,1,156,87,2007,Moreland,-37.7744,144.9498,Northern Metropolitan,11918
734,Brunswick,32 Lobb St,3,t,820000,SP,Jellis,25/02/2017,5.2,3056,3,2,2,4668,126,2011,Moreland,-37.7687,144.9649,Northern Metropolitan,11918
735,Brunswick,10/285 Brunswick Rd,1,u,370000,S,Jellis,26/07/2016,5.2,3056,1,1,1,540,45,1970,Moreland,-37.7766,144.9574,Northern Metropolitan,11918
736,Brunswick,4 Frederick St,3,h,1170000,S,Nelson,26/07/2016,5.2,3056,3,1,0,285,104,1890,Moreland,-37.7634,144.9593,Northern Metropolitan,11918
737,Brunswick,4 Bell St,4,h,1790000,S,Ray,27/06/2016,5.2,3056,3,1,1,416,129,1920,Moreland,-37.7737,144.965,Northern Metropolitan,11918
738,Brunswick,2/123 Brunswick Rd,3,t,640000,PI,Walshe,27/06/2016,5.2,3056,3,2,1,110,118,2000,Moreland,-37.7776,144.9691,Northern Metropolitan,11918
739,Brunswick,36 Charles St,4,h,1875000,S,Jellis,27/06/2016,5.2,3056,4,2,2,657,207,1958,Moreland,-37.7725,144.964,Northern Metropolitan,11918
740,Brunswick,7 Garnet St,3,h,1053000,S,Ray,27/06/2016,5.2,3056,3,1,1,343,1041,1925,Moreland,-37.7589,144.9529,Northern Metropolitan,11918
